id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD
"24880",\N,\N,\N,"江南果菜市场项目2015060101","500,000.00",\N,\N,"6个月","8.00",\N,"短期周转",\N,\N,"按月付息,到期还本","p1****","男","42",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24881",\N,\N,\N,"裘皮协会会员项目2015052802","300,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","p1****","男","52",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24882",\N,\N,\N,"裘皮协会会员项目2015052801","200,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","p1****","男","52",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24883",\N,\N,\N,"裘皮协会会员项目2015052701","500,000.00",\N,\N,"12个月","9.00",\N,"资金周转",\N,\N,"按月付息,到期还本","p1****","男","42",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24884",\N,\N,\N,"裘皮协会会员项目2015052603","300,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","li****","男","45",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24885",\N,\N,\N,"裘皮协会会员项目2015052602","300,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","li****","男","45",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24886",\N,\N,\N,"裘皮协会会员项目2015052601","400,000.00",\N,\N,"8个月","8.40",\N,"借款金额：￥400,000.00    ",\N,\N,"按月付息,到期还本","li****","男","45",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24887",\N,\N,\N,"裘皮协会会员项目2015052005","200,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","p1****","男","40",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24888",\N,\N,\N,"裘皮协会会员项目2015052004","300,000.00",\N,\N,"8个月","8.40",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","p1****","男","40",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24889",\N,\N,\N,"裘皮协会会员项目2015052003","500,000.00",\N,\N,"8个月","8.40",\N,"资金周转",\N,\N,"按月付息,到期还本","pe****","男","34",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24890",\N,\N,\N,"裘皮协会会员项目2015052001","500,000.00",\N,\N,"6个月","8.00",\N,"资金周转",\N,\N,"按月付息,到期还本","pe****","男","34",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24891",\N,\N,\N,"短期投资系列2015052005","200,000.00",\N,\N,"11个月","8.90",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","gu****","男","41",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24892",\N,\N,\N,"短期投资系列2015052004","300,000.00",\N,\N,"11个月","8.90",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","gu****","男","41",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24893",\N,\N,\N,"短期投资系列2015052003","500,000.00",\N,\N,"12个月","9.00",\N,"资金周转",\N,\N,"按月付息,到期还本","gu****","男","41",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24894",\N,\N,\N,"短期投资系列2015052002","500,000.00",\N,\N,"7个月","8.20",\N,"资金周转",\N,\N,"按月付息,到期还本","gu****","男","41",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24895",\N,\N,\N,"短期投资系列2015052001","500,000.00",\N,\N,"6个月","8.00",\N,"资金周转",\N,\N,"按月付息,到期还本","gu****","男","41",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24896",\N,\N,\N,"裘皮协会会员项目2015051402","300,000.00",\N,\N,"11个月","8.90",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","p1****","女","51",\N,"已婚","制造业","广东 广州",\N,"有","无","0.50
			              "
"24897",\N,\N,\N,"裘皮协会会员项目2015051401","200,000.00",\N,\N,"4个月","7.80",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","p1****","女","51",\N,"已婚","制造业","广东 广州",\N,"有","无","0.50
			              "
"24898",\N,\N,\N,"江南果菜市场项目2015051103","400,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥400,000.00    ",\N,\N,"按月付息,到期还本","li****","女","49",\N,"已婚","农、林、牧、渔业","广东 广州",\N,"无","有","0.50
			              "
"24899",\N,\N,\N,"江南果菜市场项目2015051102","300,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","li****","女","49",\N,"已婚","农、林、牧、渔业","广东 广州",\N,"无","有","0.50
			              "
"24900",\N,\N,\N,"江南果菜市场项目2015051101","300,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","li****","女","49",\N,"已婚","农、林、牧、渔业","广东 广州",\N,"无","有","0.50
			              "
"24901",\N,\N,\N,"裘皮协会会员项目2015040902","500,000.00",\N,\N,"8个月","8.40",\N,"资金周转",\N,\N,"按月付息,到期还本","hu****","男","48",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24902",\N,\N,\N,"裘皮协会会员项目2015042302","200,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","se****","女","31",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24903",\N,\N,\N,"裘皮协会会员项目2015042301","300,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","se****","女","31",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24904",\N,\N,\N,"短期投资系列2015042206","500,000.00",\N,\N,"12个月","9.00",\N,"资金周转",\N,\N,"按月付息,到期还本","13****","男","40",\N,"已婚","综合（含投资类、主业不明显）","广东 广州",\N,"有","有","0.50
			              "
"24905",\N,\N,\N,"短期投资系列2015042205","500,000.00",\N,\N,"12个月","9.00",\N,"资金周转",\N,\N,"按月付息,到期还本","13****","男","40",\N,"已婚","综合（含投资类、主业不明显）","广东 广州",\N,"有","有","0.50
			              "
"24906",\N,\N,\N,"短期投资系列2015042204","500,000.00",\N,\N,"12个月","9.00",\N,"资金周转",\N,\N,"按月付息,到期还本","13****","男","40",\N,"已婚","综合（含投资类、主业不明显）","广东 广州",\N,"有","有","0.50
			              "
"24907",\N,\N,\N,"短期投资系列2015042203","500,000.00",\N,\N,"9个月","8.60",\N,"资金周转",\N,\N,"按月付息,到期还本","13****","男","40",\N,"已婚","综合（含投资类、主业不明显）","广东 广州",\N,"有","有","0.50
			              "
"24908",\N,\N,\N,"短期投资系列2015042202","500,000.00",\N,\N,"6个月","8.00",\N,"资金周转",\N,\N,"按月付息,到期还本","13****","男","40",\N,"已婚","综合（含投资类、主业不明显）","广东 广州",\N,"有","有","0.50
			              "
"24909",\N,\N,\N,"裘皮协会会员项目2015042104","300,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","ze****","男","38",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24910",\N,\N,\N,"裘皮协会会员项目2015042103","200,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","ze****","男","38",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24911",\N,\N,\N,"裘皮协会会员项目2015042102","300,000.00",\N,\N,"7个月","8.20",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","zh****","男","26",\N,"已婚","批发和零售业","广东 广州",\N,"有","无","0.50
			              "
"24912",\N,\N,\N,"裘皮协会会员项目2015042101","200,000.00",\N,\N,"7个月","8.20",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","zh****","男","26",\N,"已婚","批发和零售业","广东 广州",\N,"有","无","0.50
			              "
"24913",\N,\N,\N,"裘皮协会会员项目2015042002","200,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","ZL****","男","47",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24914",\N,\N,\N,"裘皮协会会员项目2015042001","300,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","ZL****","男","47",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24915",\N,\N,\N,"裘皮协会会员项目2015041702","200,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","PW****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24916",\N,\N,\N,"裘皮协会会员项目2015041701","300,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥300,000.00    ",\N,\N,"一次性还款","PW****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24917",\N,\N,\N,"裘皮协会会员项目2015040901","500,000.00",\N,\N,"6个月","8.00",\N,"资金周转",\N,\N,"按月付息,到期还本","hu****","男","48",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24918",\N,\N,\N,"江南果菜市场项目2015040708","500,000.00",\N,\N,"12个月","9.00",\N,"资金周转",\N,\N,"按月付息,到期还本","la****","男","45",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24919",\N,\N,\N,"江南果菜市场项目2015040707","400,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥400,000.00    ",\N,\N,"按月付息,到期还本","la****","男","45",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24920",\N,\N,\N,"江南果菜市场项目2015040706","300,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","la****","男","45",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24921",\N,\N,\N,"江南果菜市场项目2015040705","300,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","la****","男","45",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24922",\N,\N,\N,"江南果菜市场项目2015040704","300,000.00",\N,\N,"9个月","8.60",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","la****","男","45",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24923",\N,\N,\N,"江南果菜市场项目2015040703","200,000.00",\N,\N,"9个月","8.60",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","la****","男","45",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24924",\N,\N,\N,"江南果菜市场项目2015040702","500,000.00",\N,\N,"6个月","8.00",\N,"资金周转",\N,\N,"按月付息,到期还本","la****","男","45",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24925",\N,\N,\N,"裘皮协会会员项目2015040303","300,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","hu****","男","38",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24926",\N,\N,\N,"裘皮协会会员项目2015040302","400,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥400,000.00    ",\N,\N,"按月付息,到期还本","hu****","男","38",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24927",\N,\N,\N,"安心投资系列2015040201","500,000.00",\N,\N,"12个月","9.00",\N,"普通借款",\N,\N,"按月付息,到期还本","zh****","男","31",\N,"离异","制造业","广东 广州",\N,"有","有","0.50
			              "
"24928",\N,\N,\N,"裘皮协会会员项目2015040203","500,000.00",\N,\N,"12个月","9.00",\N,"资金周转",\N,\N,"按月付息,到期还本","zh****","男","45",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24929",\N,\N,\N,"裘皮协会会员项目2015040202","500,000.00",\N,\N,"12个月","9.00",\N,"资金周转",\N,\N,"按月付息,到期还本","zh****","男","45",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24930",\N,\N,\N,"裘皮协会会员项目2015040201","500,000.00",\N,\N,"8个月","8.40",\N,"资金周转",\N,\N,"按月付息,到期还本","zh****","男","45",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24931",\N,\N,\N,"江南果菜市场项目2015040105","500,000.00",\N,\N,"12个月","9.00",\N,"短期周转",\N,\N,"按月付息,到期还本","13****","男","42",\N,"已婚","批发和零售业","广东 广州",\N,"无","无","0.50
			              "
"24932",\N,\N,\N,"江南果菜市场项目2015040104","500,000.00",\N,\N,"12个月","9.00",\N,"短期周转",\N,\N,"按月付息,到期还本","13****","男","42",\N,"已婚","批发和零售业","广东 广州",\N,"无","无","0.50
			              "
"24933",\N,\N,\N,"江南果菜市场项目2015040103","400,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥400,000.00    ",\N,\N,"按月付息,到期还本","13****","男","42",\N,"已婚","批发和零售业","广东 广州",\N,"无","无","0.50
			              "
"24934",\N,\N,\N,"江南果菜市场项目2015040102","300,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","13****","男","42",\N,"已婚","批发和零售业","广东 广州",\N,"无","无","0.50
			              "
"24935",\N,\N,\N,"江南果菜市场项目2015040101","300,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","13****","男","42",\N,"已婚","批发和零售业","广东 广州",\N,"无","无","0.50
			              "
"24936",\N,\N,\N,"裘皮协会会员项目2015032302","500,000.00",\N,\N,"8个月","8.40",\N,"短期周转",\N,\N,"按月付息,到期还本","YW****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24937",\N,\N,\N,"机构合作系列2015032502","350,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥350,000.00    ",\N,\N,"按月等额本息还款","su****","男","33",\N,"已婚","金融、保险业","广东 广州",\N,"有","有","0.50
			              "
"24938",\N,\N,\N,"裘皮协会会员项目2015032303","500,000.00",\N,\N,"12个月","9.00",\N,"资金周转",\N,\N,"按月付息,到期还本","pa****","男","34",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24939",\N,\N,\N,"裘皮协会会员项目2015032301","500,000.00",\N,\N,"12个月","9.00",\N,"短期周转",\N,\N,"按月付息,到期还本","YW****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24940",\N,\N,\N,"裘皮协会会员项目2015031903","300,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","ji****","男","32",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24941",\N,\N,\N,"裘皮协会会员项目2015031902","300,000.00",\N,\N,"8个月","8.40",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","ji****","男","32",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24942",\N,\N,\N,"裘皮协会会员项目2015031901","400,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥400,000.00    ",\N,\N,"按月付息,到期还本","ji****","男","32",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24943",\N,\N,\N,"短期投资系列2015020502","500,000.00",\N,\N,"6个月","8.00",\N,"资金周转",\N,\N,"按月付息,到期还本","ya****","男","38",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24944",\N,\N,\N,"短期投资系列2015031302","350,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥350,000.00    ",\N,\N,"按月付息,到期还本","xu****","男","40",\N,"已婚","信息传输、计算机服务和软件业","广东 广州",\N,"无","有","0.50
			              "
"24945",\N,\N,\N,"短期投资系列2015031301","600,000.00",\N,\N,"8个月","8.40",\N,"借款金额：￥600,000.00    ",\N,\N,"按月付息,到期还本","xu****","男","40",\N,"已婚","信息传输、计算机服务和软件业","广东 广州",\N,"无","有","0.50
			              "
"24946",\N,\N,\N,"裘皮协会会员项目2015031103","500,000.00",\N,\N,"8个月","8.40",\N,"资金周转",\N,\N,"按月付息,到期还本","HS****","男","38",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24947",\N,\N,\N,"裘皮协会会员项目2015031101","500,000.00",\N,\N,"6个月","8.00",\N,"短期周转",\N,\N,"按月付息,到期还本","Zh****","男","56",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24948",\N,\N,\N,"短期投资系列2015030902","550,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥550,000.00    ",\N,\N,"按月付息,到期还本","xu****","男","40",\N,"已婚","信息传输、计算机服务和软件业","广东 广州",\N,"无","有","0.50
			              "
"24949",\N,\N,\N,"短期投资系列2015030901","300,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","xu****","男","40",\N,"已婚","信息传输、计算机服务和软件业","广东 广州",\N,"无","有","0.50
			              "
"24950",\N,\N,\N,"裘皮协会会员项目2015030908","300,000.00",\N,\N,"9个月","8.60",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","wa****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24951",\N,\N,\N,"裘皮协会会员项目2015030907","200,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","wa****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24952",\N,\N,\N,"裘皮协会会员项目2015030906","500,000.00",\N,\N,"6个月","8.00",\N,"资金周转",\N,\N,"按月付息,到期还本","hg****","女","33",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24953",\N,\N,\N,"裘皮协会会员项目2015030904","200,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","LJ****","男","38",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24954",\N,\N,\N,"裘皮协会会员项目2015030903","400,000.00",\N,\N,"8个月","8.40",\N,"借款金额：￥400,000.00    ",\N,\N,"按月付息,到期还本","hu****","男","38",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24955",\N,\N,\N,"裘皮协会会员项目2015030902","300,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","hu****","男","38",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24956",\N,\N,\N,"裘皮协会会员项目2015030905","300,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","LJ****","男","38",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24957",\N,\N,\N,"裘皮协会会员项目2015030502","200,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","si****","男","38",\N,"离异","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24958",\N,\N,\N,"裘皮协会会员项目2015030501","300,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","si****","男","38",\N,"离异","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24959",\N,\N,\N,"裘皮协会会员项目2015030402","500,000.00",\N,\N,"8个月","8.40",\N,"短期周转",\N,\N,"按月付息,到期还本","Zh****","男","56",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24960",\N,\N,\N,"裘皮协会会员项目2015030401","300,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","hu****","男","32",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24961",\N,\N,\N,"裘皮协会会员项目2015022704","300,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","YW****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24962",\N,\N,\N,"裘皮协会会员项目2015022702","500,000.00",\N,\N,"10个月","8.80",\N,"资金周转",\N,\N,"按月付息,到期还本","HS****","男","38",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24963",\N,\N,\N,"裘皮协会会员项目2015022701","500,000.00",\N,\N,"10个月","8.80",\N,"资金周转",\N,\N,"按月付息,到期还本","HS****","男","38",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24964",\N,\N,\N,"裘皮协会会员项目2015021002","300,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","HU****","男","25",\N,"已婚","其它","广东 广州",\N,"有","有","0.50
			              "
"24965",\N,\N,\N,"裘皮协会会员项目2015021001","200,000.00",\N,\N,"6个月","8.00",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","HU****","男","25",\N,"已婚","其它","广东 广州",\N,"有","有","0.50
			              "
"24966",\N,\N,\N,"短期投资系列2015020902","500,000.00",\N,\N,"8个月","8.40",\N,"资金周转",\N,\N,"按月付息,到期还本","gu****","男","41",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24967",\N,\N,\N,"短期投资系列2015020901","500,000.00",\N,\N,"7个月","8.20",\N,"资金周转",\N,\N,"按月付息,到期还本","gu****","男","41",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24968",\N,\N,\N,"裘皮协会会员项目2015020904","300,000.00",\N,\N,"11个月","8.90",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","WE****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24969",\N,\N,\N,"裘皮协会会员项目2015020903","300,000.00",\N,\N,"11个月","8.90",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","WE****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24970",\N,\N,\N,"裘皮协会会员项目2015020902","400,000.00",\N,\N,"11个月","8.90",\N,"借款金额：￥400,000.00    ",\N,\N,"按月付息,到期还本","WE****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24971",\N,\N,\N,"裘皮协会会员项目2015020901","500,000.00",\N,\N,"11个月","8.90",\N,"短期周转",\N,\N,"按月付息,到期还本","WE****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24972",\N,\N,\N,"安心投资系列2015020201","50,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥50,000.00     ",\N,\N,"按月付息,到期还本","GZ****","女","33",\N,"已婚","教育","广东 广州",\N,"有","有","0.50
			              "
"24973",\N,\N,\N,"机构合作系列2015013006","200,000.00",\N,\N,"12个月","9.00",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","mi****","男","44",\N,"已婚","交通运输、仓储业和邮政业","广东 广州",\N,"有","有","0.50
			              "
"24974",\N,\N,\N,"机构合作系列2015013005","200,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","mi****","男","44",\N,"已婚","交通运输、仓储业和邮政业","广东 广州",\N,"有","有","0.50
			              "
"24975",\N,\N,\N,"机构合作系列2015013004","200,000.00",\N,\N,"8个月","8.40",\N,"借款金额：￥200,000.00    ",\N,\N,"按月付息,到期还本","mi****","男","44",\N,"已婚","交通运输、仓储业和邮政业","广东 广州",\N,"有","有","0.50
			              "
"24976",\N,\N,\N,"机构合作系列2015012802","500,000.00",\N,\N,"7个月","8.20",\N,"资金周转",\N,\N,"按月付息,到期还本","lu****","男","62",\N,"已婚","电力、热力、燃气及水的生产和供应业","广东 广州",\N,"有","有","0.50
			              "
"24977",\N,\N,\N,"机构合作系列2015012801","500,000.00",\N,\N,"8个月","8.40",\N,"资金周转",\N,\N,"按月付息,到期还本","lu****","男","62",\N,"已婚","电力、热力、燃气及水的生产和供应业","广东 广州",\N,"有","有","0.50
			              "
"24978",\N,\N,\N,"裘皮协会会员项目2015012703","400,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥400,000.00    ",\N,\N,"按月付息,到期还本","si****","男","38",\N,"离异","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24979",\N,\N,\N,"裘皮协会会员项目2015012702","300,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","si****","男","38",\N,"离异","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24980",\N,\N,\N,"裘皮协会会员项目2015012701","300,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","si****","男","38",\N,"离异","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24981",\N,\N,\N,"安心投资系列2015012601","150,000.00",\N,\N,"24个月","10.00",\N,"借款金额：￥150,000.00    ",\N,\N,"按月等额本息还款","lu****","男","37",\N,"已婚","文化、体育、娱乐业","广东 广州",\N,"有","有","0.50
			              "
"24982",\N,\N,\N,"裘皮协会会员项目2015012507","300,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","ji****","男","32",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24983",\N,\N,\N,"裘皮协会会员项目2015012506","400,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥400,000.00    ",\N,\N,"按月付息,到期还本","ji****","男","32",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24984",\N,\N,\N,"裘皮协会会员项目2015012505","300,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","ji****","男","32",\N,"已婚","批发和零售业","广东 广州",\N,"有","有","0.50
			              "
"24985",\N,\N,\N,"裘皮协会会员项目2015012504","300,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","WE****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24986",\N,\N,\N,"裘皮协会会员项目2015012503","300,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥300,000.00    ",\N,\N,"按月付息,到期还本","WE****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24987",\N,\N,\N,"裘皮协会会员项目2015012502","400,000.00",\N,\N,"10个月","8.80",\N,"借款金额：￥400,000.00    ",\N,\N,"按月付息,到期还本","WE****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
"24988",\N,\N,\N,"裘皮协会会员项目2015012501","500,000.00",\N,\N,"10个月","8.80",\N,"资金周转",\N,\N,"按月付息,到期还本","WE****","男","46",\N,"已婚","制造业","广东 广州",\N,"有","有","0.50
			              "
