id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD
"80142",\N,\N,\N,"购房，急需资金周转
                    普通标","120000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","xs78mo",\N,"37.000000","本科","已婚",\N,"贵州省龙里县","30001-50000",\N,"有",\N
"80143",\N,\N,\N,"店面经营，急需资金周转
                    					优选理财","220000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","qw98bkj",\N,"29.000000","本科","已婚",\N,"河南省洛阳市","30001-50000",\N,"有","2.000000"
"80144",\N,\N,\N,"企业经营，需要资金周转
                    普通标","120000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","sunshine8778",\N,"31.000000","本科","已婚",\N,"山东省东平县","10001-30000",\N,"有",\N
"80145",\N,\N,\N,"生意周转 需要资金支持
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","bkyehu",\N,\N,"专科","已婚",\N,"山东省冠县","10001-30000",\N,"有",\N
"80146",\N,\N,\N,"扩大厂房 需要资金周转
                    					优选理财","200000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","q5bjki",\N,"44.000000","专科","已婚",\N,"辽宁省大石桥市","10001-30000",\N,"有","2.000000"
"80147",\N,\N,\N,"扩大经营 需要资金周转
                    					优选理财","220000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","灯火蓝山",\N,"39.000000","专科","已婚",\N,"上海市浦东新区","30001-50000",\N,"有","2.000000"
"80148",\N,\N,\N,"项目运作，需要一笔资金周转
                    普通标","90000.000000",\N,"借款详情：本人住址位于河北省廊坊市，有独立住房，因项目运作，需要一笔资金周转。","3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","jkl001",\N,"42.000000","专科","已婚",\N,"河北省廊坊市","10001-30000",\N,"有",\N
"80149",\N,\N,\N,"个体经营 需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","eva0090",\N,\N,"专科","已婚",\N,"广西崇左市","10001-30000",\N,\N,\N
"80150",\N,\N,\N,"企业经营 需资金周转",\N,\N,"本人位于四川省成都市锦江区，因企业经营，需资金周转，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","lilixiong520",\N,\N,"研究生","已婚",\N,"成都市锦江区","10001-30000",\N,"有",\N
"80151",\N,\N,\N,"公司经营 需要资金周转",\N,\N,"本人位于重庆市渝北区，因公司经营，需要资金周转，望大家支持一下。","15天",\N,\N,\N,\N,\N,"到期还本付息","diaosuper",\N,\N,"高中及以下","已婚",\N,"重庆市渝北区","10001-30000",\N,"有",\N
"80152",\N,\N,\N,"公司经营 需要资金周转",\N,\N,"本人位于宁夏西吉县，因公司经营，需要资金周转，望大家支持一下。","15天",\N,\N,\N,\N,\N,"到期还本付息","xfrxfg45",\N,\N,"本科","已婚",\N,"宁夏西吉县","10001-30000",\N,"有",\N
"80153",\N,\N,\N,"日常消费需资金周转",\N,\N,"本人位于福建省福州市，因日常消费急需部分资金周转，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","cgyyj7",\N,\N,"研究生","已婚",\N,"福建省福州市","10001-30000",\N,"有",\N
"80154",\N,\N,\N,"扩大规模 需资金周转",\N,\N,"本人位于黑龙江省大庆市，因公司扩大规模，需要资金周转一下，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","56vygo",\N,\N,"研究生","已婚",\N,"黑龙江省大庆市","10001-30000",\N,"有",\N
"80155",\N,\N,\N,"因做服装生意 需资金支持
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","vjhj56u",\N,\N,"本科","已婚",\N,"广西省扶绥县","10001-30000",\N,"有",\N
"80156",\N,\N,\N,"日常生活消费急需资金周转
                    普通标","110000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","ctfyt78t",\N,"36.000000","本科","已婚",\N,"广西河池市","30001-50000",\N,"有",\N
"80157",\N,\N,\N,"装修饭店，急需资金周转
                    					优选理财","100000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","hjgjg",\N,"37.000000","专科","已婚",\N,"广东省博罗县","10001-30000",\N,"有","4.000000"
"80158",\N,\N,\N,"公司经营，需要资金周转
                    					优选理财","300000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","cghvchgh56",\N,"21.000000","研究生","已婚",\N,"内蒙古通辽市","50000以上",\N,"有","3.000000"
"80159",\N,\N,\N,"店面装修，急需资金周转",\N,\N,"本人为店面老板，位于宁夏银川，因店面扩大装修，需要资金周转，望大家多多支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","mjhjmh",\N,\N,"其他","已婚",\N,"宁夏银川市","10001-30000",\N,"有",\N
"80160",\N,\N,\N,"房屋装修 需要资金周转
                    					优选理财","200000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","rt98nm",\N,"40.000000","专科","已婚",\N,"四川省绵阳市","10001-30000",\N,"有","2.000000"
"80161",\N,\N,\N,"店面扩大装修急需资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","34bykn",\N,\N,"专科","已婚",\N,"河北省保定市","10001-30000",\N,"有",\N
"80162",\N,\N,\N,"扩大经营需资金周转
                    普通标","90000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","bn78gu",\N,"54.000000","高中及以下","已婚",\N,"吉林省蛟河市","30001-50000",\N,"有",\N
"80163",\N,\N,\N,"公司经营，需要资金周转
                    普通标","90000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","cvbbn",\N,"52.000000","高中及以下","已婚",\N,"重庆市大足县","30001-50000",\N,"有",\N
"80164",\N,\N,\N,"公司经营，需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","new21",\N,\N,"本科","已婚",\N,"安徽省肥东县","10001-30000",\N,"有",\N
"80165",\N,\N,\N,"店面扩大装修急需资金周转
                    					优选理财","180000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","scbbn",\N,"51.000000","高中及以下","已婚",\N,"河南省涿州市","30001-50000",\N,"有","4.000000"
"80166",\N,\N,\N,"公司经营,需要资金周转
                    普通标","130000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","jiushiwo1234",\N,"58.000000","高中及以下","已婚",\N,"山东省济南市长清区","10001-30000",\N,"有",\N
"80167",\N,\N,\N,"生意周转，需要资金支持",\N,\N,"本人位于重庆市涪陵区，因公司要扩大经营，需要资金周转，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","zdxbkct",\N,\N,"专科","已婚",\N,"重庆市涪陵区","10001-30000",\N,"有",\N
"80168",\N,\N,\N,"公司经营，需要资金周转",\N,\N,"本人为企业法人，位于宁夏银川市，因公司经营，需要资金周转，望大家支持.","15天",\N,\N,\N,\N,\N,"到期还本付息","cbvcbc",\N,\N,"高中及以下","已婚",\N,"宁夏银川市","10001-30000",\N,"有",\N
"80169",\N,\N,\N,"生意周转 需要资金支持
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","baixf01",\N,\N,"高中及以下","已婚",\N,"吉林省农安县","10001-30000",\N,"有",\N
"80170",\N,\N,\N,"房子装修 需要资金周转
                    					优选理财","150000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","samwudi",\N,"29.000000","本科","未婚",\N,"黑龙江省克山县","10001-30000",\N,\N,"4.000000"
"80171",\N,\N,\N,"公司经营 需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","andy19790120",\N,\N,"高中及以下","已婚",\N,"河北省唐山市","10001-30000",\N,"有",\N
"80172",\N,\N,\N,"公司扩大生产，需资金周转
                    					优选理财","150000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","zx09bh",\N,"43.000000","本科","已婚",\N,"四川省雅安市","10001-30000",\N,"有","2.000000"
"80173",\N,\N,\N,"生意周转 需要资金支持
                    					优选理财","220000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","q0gh",\N,"27.000000","研究生","已婚",\N,"吉林省舒兰市","30001-50000",\N,"有","2.000000"
"80174",\N,\N,\N,"公司经营 需要资金周转
                    					优选理财","250000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","jmhfgh",\N,"47.000000","高中及以下","已婚",\N,"宁夏灵武市","30001-50000",\N,"有","2.000000"
"80175",\N,\N,\N,"扩大经营 需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","fengshun8",\N,\N,"专科","已婚",\N,"南京市秦淮区","10001-30000",\N,"有",\N
"80176",\N,\N,\N,"进货，需要资金周转
                    					优选理财","250000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","fanggufang",\N,"30.000000","本科","已婚",\N,"山西省子长县","30001-50000",\N,"有","2.000000"
"80177",\N,\N,\N,"公司经营，需要资金周转
                    					优选理财","280000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","wbvbnm",\N,"37.000000","专科","已婚",\N,"湖北省黄梅县","30001-50000",\N,"有","2.000000"
"80178",\N,\N,\N,"生意周转 需要资金支持
                    					优选理财","250000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","qwecg",\N,"44.000000","专科","已婚",\N,"辽宁省鞍山市","30001-50000",\N,"有","2.000000"
"80179",\N,\N,\N,"企业扩大经营 需一笔资金周转
                    普通标","130000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","小雪",\N,"42.000000","专科","已婚",\N,"湖南省涟源市","10001-30000",\N,"有",\N
"80180",\N,\N,\N,"房屋装修 需要资金周转
                    普通标","90000.000000",\N,"借款详情：本人位于四川省康定县，因房屋装修，需要资金周转，望大家支持一下。","3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本",\N,\N,"27.000000","本科","已婚",\N,"四川省康定县","10001-30000",\N,"有",\N
"80181",\N,\N,\N,"生意周转 需要资金支持
                    普通标","100000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","zsxzcz",\N,"48.000000","高中及以下","已婚",\N,"重庆市南川区","30001-50000",\N,"有",\N
"80182",\N,\N,\N,"扩大经营，需要资金周转
                    					优选理财","180000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","zjxg168",\N,"32.000000","本科","已婚",\N,"重庆市渝北区","30001-50000",\N,"有","3.000000"
"80183",\N,\N,\N,"扩建厂房 需要资金周转
                    普通标",\N,\N,\N,"12个月",\N,\N,\N,\N,\N,"按月付息到期还本","hgfghf",\N,\N,"本科","已婚",\N,"河南省邓州市","10001-30000",\N,"有",\N
"80184",\N,\N,\N,"扩大规模 需资金周转
                    					优选理财","160000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","hik24ff",\N,"41.000000","高中及以下","已婚",\N,"山东省淄博市","10001-30000",\N,"有","4.000000"
"80185",\N,\N,\N,"休闲餐吧扩建 需资金周转
                    					优选理财","250000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","ftuyu787",\N,"30.000000","研究生","已婚",\N,"广西北海市","30001-50000",\N,"有","3.000000"
"80186",\N,\N,\N,"购房，急需资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","xdrdgty45",\N,\N,"专科","已婚",\N,"贵州省清镇市","10001-30000",\N,"有",\N
"80187",\N,\N,\N,"购买家具家电 资金周转",\N,\N,"本人位于山西省蘘汾县，因搬新家需要购买家具家电，需要资金周转，望大家支持一下。","15天",\N,\N,\N,\N,\N,"到期还本付息","chjoi00",\N,\N,"高中及以下","已婚",\N,"山西省蘘汾县","10001-30000",\N,"有",\N
"80188",\N,\N,\N,"生意周转 需要资金支持
                    					优选理财","280000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","xdrgu78",\N,"31.000000","研究生","已婚",\N,"福建省漳州市","30001-50000",\N,"有","3.000000"
"80189",\N,\N,\N,"商品房装修需要一笔装修费
                    					优选理财","220000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","dtfui89",\N,"30.000000","研究生","已婚",\N,"重庆市石柱县","30001-50000",\N,"有","4.000000"
"80190",\N,\N,\N,"购房，急需资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","crtu679",\N,\N,"本科","已婚",\N,"吉林省吉林市","10001-30000",\N,"有",\N
"80191",\N,\N,\N,"扩大经营 需要资金周转",\N,\N,"本人为公司总经理，位于辽宁省鞍山市，因公司扩大经营，需购进一批原材料，需要资金周转。","15天",\N,\N,\N,\N,\N,"到期还本付息","chj890",\N,\N,"专科","已婚",\N,"辽宁省鞍山市","10001-30000",\N,"有",\N
"80192",\N,\N,\N,"因新房装修 需要资金周转
                    					优选理财","280000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","xdfs56",\N,"36.000000","研究生","已婚",\N,"南京市六合区","30001-50000",\N,"有","3.000000"
"80193",\N,\N,\N,"生活消费 需要资金周转
                    					优选理财","150000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","xdgb80",\N,"33.000000","研究生","已婚",\N,"吉林省德惠市","30001-50000",\N,"有","4.000000"
"80194",\N,\N,\N,"装修药店，急需资金周转",\N,\N,"本人为药剂师，位于河南省洛阳市，因药店扩大装修，需要资金周转，望大家多多支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","cftd5678",\N,\N,"专科","已婚",\N,"福建省惠安县","10001-30000",\N,"有",\N
"80195",\N,\N,\N,"扩大经营 需要资金周转
                    					优选理财","280000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","danding",\N,"43.000000","专科","已婚",\N,"江苏省淮安市","30001-50000",\N,"有","3.000000"
"80196",\N,\N,\N,"公司经营，需要资金周转
                    普通标",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","ks2003",\N,\N,"专科","已婚",\N,"南京市六合区","30001-50000",\N,"有",\N
"80197",\N,\N,\N,"因新房装修 需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","rewvnj",\N,\N,"本科","已婚",\N,"四川省简阳市","10001-30000",\N,\N,\N
"80198",\N,\N,\N,"企业经营 需资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","zhuzhu",\N,\N,"高中及以下","已婚",\N,"广西省桂平市","10001-30000",\N,"有",\N
"80199",\N,\N,\N,"公司经营 需要资金周转
                    					优选理财","280000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","fghfhfh",\N,"35.000000","本科","已婚",\N,"河南省新安县","30001-50000",\N,"有","3.000000"
"80200",\N,\N,\N,"购买家电 需要资金周转
                    普通标","120000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","yzw089",\N,"34.000000","本科","已婚",\N,"吉林长春是绿园区","10001-30000",\N,\N,\N
"80201",\N,\N,\N,"生意周转 需要资金支持
                    					优选理财","280000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","w9gjk",\N,"43.000000","专科","已婚",\N,"成都市青羊区","30001-50000",\N,"有","3.000000"
"80202",\N,\N,\N,"装修饭店，急需资金周转
                    					优选理财","240000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","q1vjkmm",\N,"40.000000","专科","已婚",\N,"河南省洛阳市","30001-50000",\N,"有","3.000000"
"80203",\N,\N,\N,"企业扩大经营，需要大家鼎力
                    					优选理财","290000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","q9hlok",\N,"43.000000","专科","已婚",\N,"河北省秦皇岛市","30001-50000",\N,"有","3.000000"
"80204",\N,\N,\N,"公司经营 需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","5vbgn",\N,\N,"本科","已婚",\N,"山西省临汾市","10001-30000",\N,"有",\N
"80205",\N,\N,\N,"企业扩大经营，需要大家相助
                    					优选理财","240000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","aihaojia158",\N,"36.000000","本科","已婚",\N,"福建省安溪县","30001-50000",\N,"有","3.000000"
"80206",\N,\N,\N,"个人消费，需要资金周转
                    普通标","90000.000000",\N,"借款详情：本人位于河南省新郑市，因个人消费，需要资金周转，望大家支持。","3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","cxtyshjing",\N,"31.000000","本科","已婚",\N,"河南省新郑市","10001-30000",\N,"有",\N
"80207",\N,\N,\N,"扩大规模 需资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","xvxv",\N,\N,"专科","已婚",\N,"陕西省宝鸡市","10001-30000",\N,"有",\N
"80208",\N,\N,\N,"生活消费 需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","lhd01",\N,\N,"本科","已婚",\N,"贵州省贵阳市","10001-30000",\N,"有",\N
"80209",\N,\N,\N,"公司经营 需要资金周转",\N,\N,"本人为企业法人，位于河北省孟津县，因公司经营，需要资金周转，望大家支持.","15天",\N,\N,\N,\N,\N,"到期还本付息","fdgdhhh",\N,\N,"本科","已婚",\N,"河南省孟津县","10001-30000",\N,"有",\N
"80210",\N,\N,\N,"扩大规模 需资金周转
                    					优选理财","180000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","changdeshiyuan",\N,"28.000000","本科","已婚",\N,"河南省孟津县","30001-50000",\N,"有","3.000000"
"80211",\N,\N,\N,"购买家具家电 资金周转
                    					优选理财","240000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","lruifeng",\N,"42.000000","专科","已婚",\N,"福建省厦门市","30001-50000",\N,"有","3.000000"
"80212",\N,\N,\N,"生意周转 需要资金支持
                    					优选理财","150000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","rex88",\N,"29.000000","本科","已婚",\N,"山东省东营市","10001-30000",\N,"有","4.000000"
"80213",\N,\N,\N,"个体经营，需要 资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","smilebaby",\N,\N,"本科","已婚",\N,"山东省博兴县","10001-30000",\N,\N,\N
"80214",\N,\N,\N,"扩大经营 需要资金周转
                    					优选理财","210000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","yuejjj840902",\N,"32.000000","专科","已婚",\N,"广西平南县","10001-30000",\N,"有","3.000000"
"80215",\N,\N,\N,"因购进原材料 需要资金周转
                    普通标","120000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","q89bmm",\N,"34.000000","本科","已婚",\N,"贵州省黎平县","8001-10000",\N,"有",\N
"80216",\N,\N,\N,"购房，急需资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","vceyu",\N,\N,"本科","已婚",\N,"山西省芮城县","10001-30000",\N,"有",\N
"80217",\N,\N,\N,"房屋装修 需资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","sdsdfsf",\N,\N,"高中及以下","已婚",\N,"广西宜州市","10001-30000",\N,"有",\N
"80218",\N,\N,\N,"因购房，需要资金周转",\N,\N,"本人位于山东省聊城市，因购房，需要资金周转，望大家支持一下。","15天",\N,\N,\N,\N,\N,"到期还本付息","fushengsy",\N,\N,"本科","已婚",\N,"山东省聊城市","10001-30000",\N,"有",\N
"80219",\N,\N,\N,"扩大经营 需要资金周转
                    					优选理财","150000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","cnmuxin",\N,"32.000000","本科","已婚",\N,"河南省荥阳市","10001-30000",\N,"有","4.000000"
"80220",\N,\N,\N,"公司经营 需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","svyji78",\N,\N,"本科","已婚",\N,"浙江省宁波市","30001-50000",\N,"有",\N
"80221",\N,\N,\N,"公司经营，需要资金周转
                    					优选理财","280000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","hrt6y75r",\N,"31.000000","本科","已婚",\N,"福建省厦门市","30001-50000",\N,"有","3.000000"
"80222",\N,\N,\N,"生意周转 需要资金支持
                    					优选理财","150000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","wegvb",\N,"27.000000","本科","已婚",\N,"广西天等县","10001-30000",\N,"有","4.000000"
"80223",\N,\N,\N,"生意周转 需要资金支持
                    					优选理财","150000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","hengda",\N,"49.000000","专科","已婚",\N,"安徽省合肥市","10001-30000",\N,"有","4.000000"
"80224",\N,\N,\N,"生意周转 需要资金支持
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","soby",\N,\N,"专科","已婚",\N,"山东省甄城县","10001-30000",\N,"有",\N
"80225",\N,\N,\N,"扩大经营 需要资金周转",\N,\N,"本人位于浙江省台州市，因要扩大经营，需要资金周转，望大家帮助。","15天",\N,\N,\N,\N,\N,"到期还本付息","taiyang",\N,\N,"本科","已婚",\N,"浙江省台州市","10001-30000",\N,"有",\N
"80226",\N,\N,\N,"扩大经营，需资金周转（三）
                    					优选理财","300000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","sywater",\N,"37.000000","本科","已婚",\N,"辽宁省凌海市","50000以上",\N,"有","3.000000"
"80227",\N,\N,\N,"扩大经营，需资金周转（二）
                    					优选理财","320000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","sywater",\N,"37.000000","本科","已婚",\N,"辽宁省凌海市","50000以上",\N,"有","2.000000"
"80228",\N,\N,\N,"扩大经营，需资金周转（一）
                    					优选理财","400000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","sywater",\N,"37.000000","本科","已婚",\N,"辽宁省凌海市","50000以上",\N,"有","2.000000"
"80229",\N,\N,\N,"有车抵押，急需资金周转
                    					优选理财","300000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","vnmjh90",\N,"28.000000","研究生","已婚",\N,"山西省左云县","50000以上",\N,"有","3.000000"
"80230",\N,\N,\N,"公司经营 需要资金周转
                    					优选理财","250000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","sw90bj",\N,"34.000000","本科","已婚",\N,"山西省太原市","30001-50000",\N,"有","3.000000"
"80231",\N,\N,\N,"公司经营，需要资金周转
                    					优选理财","280000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","fsdffvsv",\N,"46.000000","高中及以下","已婚",\N,"山西省太原市","50000以上",\N,"有","3.000000"
"80232",\N,\N,\N,"新房装修，需要一笔装修费
                    					优选理财","150000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","cdzdh666098",\N,"38.000000","本科","已婚",\N,"辽宁省辽阳市","10001-30000",\N,"有","4.000000"
"80233",\N,\N,\N,"购房，急需资金周转
                    普通标","120000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","vnmnm8",\N,"26.000000","研究生","已婚",\N,"山西省曲沃县","8001-10000",\N,"有",\N
"80234",\N,\N,\N,"扩大装修，需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","zcbt7",\N,\N,"本科","已婚",\N,"山东省淄博市","10001-30000",\N,"有",\N
"80235",\N,\N,\N,"扩大经营 需要资金周转",\N,\N,"本人位于吉林省扶余县，因公司扩大经营，需要资金周转，望大家支持一下。","15天",\N,\N,\N,\N,\N,"到期还本付息","erbu90",\N,\N,"专科","已婚",\N,"吉林省扶余县","10001-30000",\N,"有",\N
"80236",\N,\N,\N,"购置原材料，需要资金周转
                    普通标","120000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","bkxxm",\N,"32.000000","本科","已婚",\N,"吉林省德惠市","10001-30000",\N,"有",\N
"80237",\N,\N,\N,"个人消费，需要资金周转
                    普通标",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","hongdou2162",\N,\N,"本科","已婚",\N,"四川省成都市","8001-10000",\N,\N,\N
"80238",\N,\N,\N,"购买大宗商品，急需资金周转
                    					优选理财","150000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","gyji090",\N,"36.000000","本科","已婚",\N,"吉林省扶余县","10001-30000",\N,"有","4.000000"
"80239",\N,\N,\N,"生意周转 需要资金支持
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","w1ccvv",\N,\N,"高中及以下","已婚",\N,"河北省秦皇岛市","10001-30000",\N,"有",\N
"80240",\N,\N,\N,"装修房子 需要资金周转
                    					优选理财","90000.000000",\N,\N,"3个月",\N,"9.000000",\N,\N,\N,"按月付息到期还本","de90bu",\N,"30.000000","本科","已婚",\N,"吉林省吉林市","30001-50000",\N,"有","4.000000"
"80241",\N,\N,\N,"店面装修，急需资金周转
                    普通标","120000.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","vkmgjh89",\N,"27.000000","本科","已婚",\N,"四川省崇州市","10001-30000",\N,"有",\N
"80242",\N,\N,\N,"扩大生产，急需资金周转",\N,\N,"本人企业技术经理，位于甘肃省兰州市，因公司近期业务量大大增加，需要增加一条流水线，急需资金周转，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","we45bvu",\N,\N,"专科","已婚",\N,"甘肃省兰州市","30001-50000",\N,"有",\N
"80243",\N,\N,\N,"商品房装修，需要一笔装修费
                    普通标",\N,\N,\N,"12个月",\N,\N,\N,\N,\N,"按月付息到期还本","sr78nu",\N,\N,"本科","已婚",\N,"贵州省石阡县","10001-30000",\N,"有",\N
"80244",\N,\N,\N,"新房装修 需要资金周转",\N,\N,"本人位于河北省唐山市，因房子装修，需要进行资金周转，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","zjykccm",\N,\N,"本科","已婚",\N,"河北省唐山市","10001-30000",\N,"有",\N
